LOADING_MW_ACTUAL_CAISO,LOADING_MW_ACTUAL_PGE,LOADING_MW_ACTUAL_SCE,LOADING_MW_ACTUAL_SDGE,GAS_PRICE_PGE,GAS_PRICE_SCE,Day_of_week,Month,DA_LMP_PGE_NP15
26426,11677,12027,2463,4.32,3.31,1,9,33.44
24478,10854,11090,2281,4.32,3.31,1,9,31.34
23268,10439,10414,2166,4.32,3.31,0,9,29.62
22342,10108,9918,2071,4.32,3.31,0,9,29.33
21708,9860,9600,2003,4.32,3.31,0,9,29.11
21501,9787,9482,1987,4.32,3.31,0,9,29.18
21841,9934,9632,2028,4.32,3.31,0,9,29.19
22739,10225,10113,2151,4.32,3.31,0,9,31.31
24111,10848,10690,2320,4.32,3.31,0,9,37.27
25166,11384,11100,2427,4.32,3.31,0,9,33.21
25952,11744,11500,2451,4.32,3.31,0,9,27.02
26372,11885,11883,2342,4.32,3.31,0,9,21.44
27057,12064,12451,2272,4.32,3.31,0,9,20.96
28072,12365,13127,2301,4.32,3.31,0,9,21.45
29074,12397,13998,2393,4.32,3.31,0,9,22.86
30586,12732,15023,2538,4.32,3.31,0,9,27.02
32474,13482,16019,2677,4.32,3.31,0,9,29.23
34126,14253,16705,2869,4.32,3.31,0,9,32.81
35101,14850,16949,3001,4.32,3.31,0,9,33.81
35223,15187,16609,3131,4.32,3.31,0,9,44.72
34401,15129,15932,3050,4.32,3.31,0,9,62.37
33376,14761,15316,3015,4.32,3.31,0,9,52.72
31600,13967,14478,2881,4.32,3.31,0,9,39.95
29646,13114,13566,2699,4.32,3.31,0,9,35.44
27368,12145,12488,2473,4.32,3.31,0,9,31.52
25377,11321,11524,2277,4.32,3.31,0,9,30.22
23968,10800,10756,2158,4.52,3.54,0,9,28.59
22859,10340,10202,2066,4.52,3.54,0,9,28.47
22186,10089,9848,1999,4.52,3.54,0,9,28.1
21917,9985,9703,1979,4.52,3.54,0,9,28.05
22245,10139,9842,2012,4.52,3.54,0,9,28.09
23348,10647,10324,2124,4.52,3.54,0,9,29.81
24712,11268,10917,2268,4.52,3.54,0,9,41.94
25520,11681,11232,2348,4.52,3.54,0,9,35.51
26314,12049,11651,2352,4.52,3.54,0,9,29.05
26751,12147,12052,2286,4.52,3.54,0,9,23.06
27099,11977,12549,2302,4.52,3.54,0,9,22.22
27973,12015,13324,2356,4.52,3.54,0,9,24.52
28948,11907,14287,2466,4.52,3.54,0,9,25.34
30573,12359,15274,2646,4.52,3.54,0,9,29.04
32348,12989,16225,2837,4.52,3.54,0,9,30.22
34012,13767,16940,3006,4.52,3.54,0,9,31.73
34949,14412,17113,3126,4.52,3.54,0,9,32.67
35140,14787,16803,3255,4.52,3.54,0,9,40.84
34240,14810,15990,3151,4.52,3.54,0,9,59.47
33301,14554,15384,3081,4.52,3.54,0,9,49.12
31546,13842,14512,2920,4.52,3.54,0,9,38.25
29554,13002,13551,2737,4.52,3.54,0,9,34.87
27350,12087,12508,2496,4.52,3.54,0,9,32.56
25341,11248,11542,2297,4.52,3.54,0,9,29.56
23821,10671,10734,2164,4.67,4.03,0,9,31.93
22802,10309,10183,2060,4.67,4.03,0,9,29.56
22284,10183,9856,2000,4.67,4.03,0,9,28.37
22133,10217,9699,1971,4.67,4.03,0,9,27.82
22442,10381,9847,1967,4.67,4.03,0,9,28.06
23495,10882,10289,2073,4.67,4.03,0,9,30.7
24812,11534,10807,2218,4.67,4.03,0,9,43.22
25575,11935,11114,2271,4.67,4.03,0,9,35.05
26217,12136,11549,2276,4.67,4.03,0,9,29.91
26437,12007,11924,2248,4.67,4.03,0,9,27.66
26748,11838,12347,2299,4.67,4.03,0,9,27.64
27622,11892,13013,2444,4.67,4.03,0,9,26.81
28844,12076,13905,2581,4.67,4.03,0,9,28.74
30357,12282,14998,2787,4.67,4.03,0,9,30.96
32126,12849,15997,2984,4.67,4.03,0,9,33.56
33895,13675,16764,3157,4.67,4.03,0,9,37.21
34982,14421,16937,3324,4.67,4.03,0,9,38.06
35171,14993,16581,3301,4.67,4.03,0,9,53.5
34513,15084,15889,3249,4.67,4.03,0,9,69.08
33620,14786,15336,3216,4.67,4.03,0,9,56.1
31902,14134,14498,2996,4.67,4.03,0,9,43.25
29950,13298,13595,2790,4.67,4.03,0,9,37.1
27612,12336,12464,2553,4.67,4.03,0,9,33.1
25564,11455,11504,2353,4.67,4.03,0,9,30.94
24152,10919,10771,2213,4.8,3.89,0,9,30.82
23283,10695,10233,2108,4.8,3.89,0,9,29.49
22652,10542,9842,2023,4.8,3.89,0,9,28.23
22369,10448,9683,1992,4.8,3.89,0,9,26.83
22652,10584,9814,2006,4.8,3.89,0,9,27.61
23571,10917,10294,2109,4.8,3.89,0,9,30.37
24890,11581,10830,2226,4.8,3.89,0,9,40
25924,12191,11190,2286,4.8,3.89,0,9,33.93
26840,12615,11647,2318,4.8,3.89,0,9,27.69
27170,12548,12046,2316,4.8,3.89,0,9,24.97
27768,12529,12619,2353,4.8,3.89,0,9,25.13
28764,12627,13409,2452,4.8,3.89,0,9,26.2
30006,12735,14422,2563,4.8,3.89,0,9,29.3
31580,12993,15570,2724,4.8,3.89,0,9,31.66
33403,13627,16559,2919,4.8,3.89,0,9,32.25
34868,14275,17201,3093,4.8,3.89,0,9,33.02
35718,14890,17322,3208,4.8,3.89,0,9,34.94
35748,15230,16937,3287,4.8,3.89,0,9,45.63
34854,15131,16202,3232,4.8,3.89,0,9,64.25
33805,14762,15601,3161,4.8,3.89,0,9,47.69
31939,14004,14652,3010,4.8,3.89,0,9,40.08
29871,13174,13640,2790,4.8,3.89,0,9,36.04
26046,11557,11808,2426,4.8,3.89,0,9,33.89
25488,11341,11520,2374,4.8,3.89,0,9,31.54
24137,10855,10775,2255,4.99,3.86,0,9,29.89
23050,10413,10223,2166,4.99,3.86,0,9,27.78
22351,10118,9895,2091,4.99,3.86,0,9,26.64
22033,10004,9732,2051,4.99,3.86,0,9,26.26
22330,10130,9885,2068,4.99,3.86,0,9,26.63
23364,10620,10352,2141,4.99,3.86,0,9,30.2
24689,11251,10904,2283,4.99,3.86,0,9,37.3
25572,11779,11191,2350,4.99,3.86,0,9,33.55
26264,12195,11481,2333,4.99,3.86,0,9,29.08
26238,11922,11788,2272,4.99,3.86,0,9,26.95
26452,11738,12222,2232,4.99,3.86,0,9,23.58
27134,11742,12887,2237,4.99,3.86,0,9,24.12
28089,11817,13677,2322,4.99,3.86,0,9,26.95
29118,11902,14500,2433,4.99,3.86,0,9,31.4
30463,12257,15351,2566,4.99,3.86,0,9,32.03
31877,12924,15924,2736,4.99,3.86,0,9,33.15
32775,13595,16018,2869,4.99,3.86,0,9,37.07
32947,14060,15646,2952,4.99,3.86,0,9,45.39
32354,14143,14999,2928,4.99,3.86,0,9,60.87
31739,13995,14566,2902,4.99,3.86,0,9,49.52
30342,13431,13856,2788,4.99,3.86,0,9,42.28
28831,12803,13139,2627,4.99,3.86,0,9,38.98
26945,12028,12215,2446,4.99,3.86,0,9,34.52
25151,11278,11350,2273,4.99,3.86,0,9,33.6
23916,10806,10696,2167,5.03,4.06,1,9,29.69
22787,10351,10131,2062,5.03,4.06,1,9,29.88
21987,10028,9723,1993,5.03,4.06,1,9,29.2
21575,9836,9508,1988,5.03,4.06,1,9,29.54
21541,9827,9491,1979,5.03,4.06,1,9,30.01
21878,10010,9638,1985,5.03,4.06,1,9,31.84
22410,10340,9784,2039,5.03,4.06,1,9,36.77
22975,10799,9829,2099,5.03,4.06,1,9,30.66
23701,11234,10055,2161,5.03,4.06,1,9,25.63
23760,11131,10259,2118,5.03,4.06,1,9,20.79
23838,11088,10526,1968,5.03,4.06,1,9,16.2
24331,11182,11041,1847,5.03,4.06,1,9,21.43
25449,11470,11805,1904,5.03,4.06,1,9,23.57
26803,11797,12698,2027,5.03,4.06,1,9,29.64
28291,12235,13582,2188,5.03,4.06,1,9,30.22
30058,13070,14307,2391,5.03,4.06,1,9,32.77
31330,13837,14625,2576,5.03,4.06,1,9,35.45
31877,14308,14551,2729,5.03,4.06,1,9,45.93
31594,14374,14165,2772,5.03,4.06,1,9,57.88
31175,14233,13870,2797,5.03,4.06,1,9,49.82
29811,13655,13227,2661,5.03,4.06,1,9,41.92
28355,13001,12554,2539,5.03,4.06,1,9,38.47
26689,12227,11820,2385,5.03,4.06,1,9,33.64
25009,11480,11046,2232,5.03,4.06,1,9,31.95
23865,11053,10446,2119,5.03,4.06,1,9,31.25
22903,10683,9974,2001,5.03,4.06,1,9,30.91
22042,10193,9653,1953,5.03,4.06,1,9,31.24
21666,10006,9480,1935,5.03,4.06,1,9,31.25
21607,10065,9403,1893,5.03,4.06,1,9,31.16
21739,10121,9450,1921,5.03,4.06,1,9,31.44
22014,10301,9506,1962,5.03,4.06,1,9,35.53
22181,10459,9475,2002,5.03,4.06,1,9,31.18
22569,10610,9661,2051,5.03,4.06,1,9,25.91
22740,10640,9855,1997,5.03,4.06,1,9,24.99
23119,10799,10164,1904,5.03,4.06,1,9,17.33
24090,11134,10803,1893,5.03,4.06,1,9,22.24
25623,11714,11715,1925,5.03,4.06,1,9,28.38
27651,12512,12843,2017,5.03,4.06,1,9,30.23
29790,13437,13887,2181,5.03,4.06,1,9,35.59
31499,14148,14688,2372,5.03,4.06,1,9,41.46
32834,14922,15069,2549,5.03,4.06,1,9,44.34
33499,15561,14938,2706,5.03,4.06,1,9,54.08
33183,15568,14557,2771,5.03,4.06,1,9,77.64
32497,15250,14190,2776,5.03,4.06,1,9,59.13
30913,14491,13480,2669,5.03,4.06,1,9,44.31
29086,13559,12729,2532,5.03,4.06,1,9,39.65
27023,12531,11885,2349,5.03,4.06,1,9,37.46
25098,11601,11054,2192,5.03,4.06,1,9,34.29
23840,11064,10443,2085,5.03,4.06,0,9,30.68
22997,10787,9980,1987,5.03,4.06,0,9,30.06
22382,10482,9725,1933,5.03,4.06,0,9,29.67
22326,10391,9772,1919,5.03,4.06,0,9,29.25
22822,10531,10079,1968,5.03,4.06,0,9,29.99
23815,10902,10588,2077,5.03,4.06,0,9,31.75
25257,11716,11073,2217,5.03,4.06,0,9,42.17
26620,12628,11440,2300,5.03,4.06,0,9,38.5
27682,13152,11936,2340,5.03,4.06,0,9,33.23
28355,13322,12476,2301,5.03,4.06,0,9,28.82
29424,13651,13198,2315,5.03,4.06,0,9,28.4
30932,14112,14156,2398,5.03,4.06,0,9,29.58
32734,14528,15372,2561,5.03,4.06,0,9,33.72
34978,15125,16793,2783,5.03,4.06,0,9,38.97
37400,16123,17978,3016,5.03,4.06,0,9,42.13
39224,16964,18765,3209,5.03,4.06,0,9,49.36
39950,17549,18771,3342,5.03,4.06,0,9,61.2
39649,17765,18212,3386,5.03,4.06,0,9,99.81
38226,17369,17297,3280,5.03,4.06,0,9,147.56
36690,16675,16549,3191,5.03,4.06,0,9,110.28
34374,15559,15510,3038,5.03,4.06,0,9,56.43
32019,14400,14541,2818,5.03,4.06,0,9,44.66
29289,13137,13316,2581,5.03,4.06,0,9,38.74
26875,12105,12146,2375,5.03,4.06,0,9,36.62
25249,11434,11309,2260,5.03,4.54,0,9,32.28
23916,10886,10657,2129,5.03,4.54,0,9,33.45
23043,10521,10230,2049,5.03,4.54,0,9,30.77
22697,10358,10067,2027,5.03,4.54,0,9,30.4
22952,10470,10185,2050,5.03,4.54,0,9,30.76
24013,10924,10678,2164,5.03,4.54,0,9,33.49
25417,11582,11285,2299,5.03,4.54,0,9,38.25
26376,12136,11626,2361,5.03,4.54,0,9,35.6
27447,12692,12124,2378,5.03,4.54,0,9,29.19
28272,12774,12850,2395,5.03,4.54,0,9,29.01
29220,12710,13762,2490,5.03,4.54,0,9,28.4
30842,12942,14962,2674,5.03,4.54,0,9,32.15
32983,13387,16415,2912,5.03,4.54,0,9,35.65
35446,14120,17909,3140,5.03,4.54,0,9,38.79
37916,15099,19151,3381,5.03,4.54,0,9,42.8
39933,15984,20020,3639,5.03,4.54,0,9,49.09
40956,16610,20213,3843,5.03,4.54,0,9,61.62
40842,16883,19761,3910,5.03,4.54,0,9,126.37
39202,16468,18694,3760,5.03,4.54,0,9,184.95
37349,15824,17667,3584,5.03,4.54,0,9,126.01
35012,14911,16464,3369,5.03,4.54,0,9,58.94
32512,13897,15228,3126,5.03,4.54,0,9,47.92
29701,12802,13853,2791,5.03,4.54,0,9,40.44
27258,11857,12601,2550,5.03,4.54,0,9,40.21
25539,11234,11634,2425,4.89,6.32,0,9,41.82
24234,10759,10917,2314,4.89,6.32,0,9,38.19
23332,10425,10452,2212,4.89,6.32,0,9,34.91
22911,10288,10228,2152,4.89,6.32,0,9,32.44
23160,10439,10316,2158,4.89,6.32,0,9,32.86
24202,10936,10765,2249,4.89,6.32,0,9,37.6
25639,11641,11374,2370,4.89,6.32,0,9,41.92
26675,12097,11859,2465,4.89,6.32,0,9,39.25
27598,12154,12630,2559,4.89,6.32,0,9,35.42
28522,12041,13553,2676,4.89,6.32,0,9,32.14
30115,12106,14873,2881,4.89,6.32,0,9,33.72
32451,12432,16598,3159,4.89,6.32,0,9,37.84
35248,13053,18462,3464,4.89,6.32,0,9,42.34
37938,13934,19982,3744,4.89,6.32,0,9,45.41
40254,14951,21045,3973,4.89,6.32,0,9,57.24
42003,15905,21588,4220,4.89,6.32,0,9,68.4
42779,16624,21465,4397,4.89,6.32,0,9,102.87
42461,17017,20835,4318,4.89,6.32,0,9,194.32
40992,16828,19746,4134,4.89,6.32,0,9,296.65
39305,16372,18724,3932,4.89,6.32,0,9,135.46
36607,15408,17311,3618,4.89,6.32,0,9,74.18
33885,14358,15947,3317,4.89,6.32,0,9,56.22
30999,13302,14463,2977,4.89,6.32,0,9,47.34
28379,12317,13115,2696,4.89,6.32,0,9,40.51
26517,11629,12093,2547,4.87,5.22,0,10,33.73
24990,11089,11280,2376,4.87,5.22,0,10,32.87
23945,10707,10735,2260,4.87,5.22,0,10,30.06
23414,10520,10453,2198,4.87,5.22,0,10,30.06
23559,10604,10510,2200,4.87,5.22,0,10,30.99
24504,11057,10929,2269,4.87,5.22,0,10,33.73
25918,11759,11530,2378,4.87,5.22,0,10,40.57
26982,12272,11977,2481,4.87,5.22,0,10,37.89
28064,12562,12704,2544,4.87,5.22,0,10,32.08
29359,12876,13573,2656,4.87,5.22,0,10,29.4
31028,13089,14826,2854,4.87,5.22,0,10,30.78
33156,13310,16457,3125,4.87,5.22,0,10,35.71
35926,13927,18297,3429,4.87,5.22,0,10,42.6
38778,14773,20011,3712,4.87,5.22,0,10,48.27
41085,15659,21227,3909,4.87,5.22,0,10,53.69
42558,16433,21782,4047,4.87,5.22,0,10,73.35
43058,16985,21520,4255,4.87,5.22,0,10,116.72
42369,17119,20761,4195,4.87,5.22,0,10,275.64
40707,16827,19582,4010,4.87,5.22,0,10,343.02
38964,16269,18596,3820,4.87,5.22,0,10,165.26
36404,15280,17305,3548,4.87,5.22,0,10,70
33721,14198,15978,3282,4.87,5.22,0,10,57.17
30830,13030,14589,2956,4.87,5.22,0,10,47.13
28249,12062,13259,2679,4.87,5.22,0,10,40.71
26308,11389,12158,2515,4.67,4.51,0,10,31.74
24774,10854,11334,2342,4.67,4.51,0,10,31.65
23745,10499,10778,2225,4.67,4.51,0,10,29.38
23197,10311,10480,2164,4.67,4.51,0,10,28.33
23345,10419,10510,2172,4.67,4.51,0,10,28.83
24301,10879,10920,2255,4.67,4.51,0,10,31.06
25661,11606,11432,2373,4.67,4.51,0,10,35.72
26758,12285,11776,2444,4.67,4.51,0,10,33.1
27897,12755,12391,2499,4.67,4.51,0,10,27.22
29045,13014,13179,2598,4.67,4.51,0,10,27.25
30313,13087,14244,2726,4.67,4.51,0,10,26.36
32064,13174,15673,2955,4.67,4.51,0,10,29.97
34128,13461,17160,3238,4.67,4.51,0,10,35.05
36706,14219,18677,3532,4.67,4.51,0,10,38.65
39463,15079,20292,3806,4.67,4.51,0,10,45
40906,15773,20834,4007,4.67,4.51,0,10,53.52
41336,16285,20683,4073,4.67,4.51,0,10,76.96
40725,16430,19958,4046,4.67,4.51,0,10,141.14
39046,16113,18789,3860,4.67,4.51,0,10,142.21
37220,15549,17731,3667,4.67,4.51,0,10,74.61
34814,14611,16522,3416,4.67,4.51,0,10,49.19
32406,13664,15309,3175,4.67,4.51,0,10,45
29760,12655,13932,2920,4.67,4.51,0,10,38.42
27406,11783,12714,2660,4.67,4.51,0,10,34.32
25593,11126,11766,2454,4.6,3.3,1,10,30.23
24209,10618,11054,2291,4.6,3.3,1,10,30.01
23177,10230,10504,2197,4.6,3.3,1,10,28.01
22490,9978,10142,2123,4.6,3.3,1,10,27.6
22215,9906,9976,2088,4.6,3.3,1,10,27.99
22407,10038,10033,2089,4.6,3.3,1,10,28.2
22875,10367,10146,2116,4.6,3.3,1,10,30.83
23393,10841,10185,2120,4.6,3.3,1,10,28.37
24341,11348,10597,2144,4.6,3.3,1,10,24.85
25089,11429,11213,2187,4.6,3.3,1,10,29.01
26108,11549,12047,2248,4.6,3.3,1,10,23.88
27495,11756,13063,2407,4.6,3.3,1,10,26.89
29341,12011,14430,2622,4.6,3.3,1,10,29.37
31510,12517,15845,2859,4.6,3.3,1,10,31.87
33906,13409,17073,3125,4.6,3.3,1,10,34.41
35947,14403,17869,3370,4.6,3.3,1,10,36.96
37069,15170,18080,3510,4.6,3.3,1,10,39.96
37053,15537,17659,3549,4.6,3.3,1,10,79.48
35855,15331,16773,3451,4.6,3.3,1,10,89.87
34328,14838,15891,3308,4.6,3.3,1,10,52.41
32178,13954,14843,3095,4.6,3.3,1,10,40.82
30059,13088,13801,2893,4.6,3.3,1,10,38.01
27924,12144,12831,2676,4.6,3.3,1,10,34.77
25887,11326,11866,2427,4.6,3.3,1,10,31.54
24234,10673,11033,2264,4.6,3.3,1,10,31.34
22959,10150,10424,2124,4.6,3.3,1,10,31.01
22017,9777,9940,2040,4.6,3.3,1,10,30.07
21370,9527,9605,1979,4.6,3.3,1,10,29.65
21047,9408,9429,1953,4.6,3.3,1,10,29.16
21057,9412,9426,1960,4.6,3.3,1,10,29.9
21268,9637,9405,1965,4.6,3.3,1,10,30.95
21410,9913,9255,1979,4.6,3.3,1,10,28.11
21687,9983,9462,1980,4.6,3.3,1,10,25.66
22142,9946,9919,2014,4.6,3.3,1,10,25.34
23054,10009,10658,2120,4.6,3.3,1,10,21.2
24575,10296,11729,2276,4.6,3.3,1,10,22.62
26731,10850,13093,2503,4.6,3.3,1,10,25.61
29236,11581,14579,2780,4.6,3.3,1,10,28.06
31592,12250,15941,3100,4.6,3.3,1,10,30.11
33879,13307,16856,3410,4.6,3.3,1,10,33.38
35026,14221,17028,3467,4.6,3.3,1,10,38.41
35313,14755,16711,3539,4.6,3.3,1,10,57.87
34578,14639,16178,3461,4.6,3.3,1,10,75.36
33361,14202,15558,3310,4.6,3.3,1,10,49.8
31410,13367,14648,3110,4.6,3.3,1,10,40.58
29239,12442,13636,2885,4.6,3.3,1,10,36.91
26777,11385,12501,2622,4.6,3.3,1,10,33.23
24567,10495,11417,2391,4.6,3.3,1,10,31.17
23126,9971,10655,2239,4.6,3.3,0,10,30.87
22162,9723,10059,2121,4.6,3.3,0,10,29.66
21599,9604,9691,2046,4.6,3.3,0,10,29.14
21316,9514,9529,2014,4.6,3.3,0,10,28.21
21559,9597,9647,2051,4.6,3.3,0,10,29.07
22530,9890,10225,2148,4.6,3.3,0,10,30.48
24057,10598,10911,2279,4.6,3.3,0,10,35.45
24947,11119,11215,2345,4.6,3.3,0,10,34.81
25562,11278,11611,2405,4.6,3.3,0,10,28.41
25960,11175,12066,2449,4.6,3.3,0,10,27.84
26638,11135,12702,2526,4.6,3.3,0,10,26.69
28024,11303,13743,2698,4.6,3.3,0,10,28.33
30017,11701,15072,2959,4.6,3.3,0,10,29.87
32167,12304,16342,3226,4.6,3.3,0,10,33.72
34224,13081,17352,3489,4.6,3.3,0,10,36.82
35897,13967,17918,3705,4.6,3.3,0,10,40.5
36824,14735,17954,3827,4.6,3.3,0,10,46.54
36711,15120,17481,3804,4.6,3.3,0,10,67.47
35609,14983,16680,3647,4.6,3.3,0,10,89.74
34386,14560,15984,3551,4.6,3.3,0,10,62.06
32170,13675,14948,3264,4.6,3.3,0,10,43.25
29878,12726,13875,3002,4.6,3.3,0,10,38.64
27414,11717,12713,2713,4.6,3.3,0,10,35.47
25276,10897,11647,2470,4.6,3.3,0,10,33.22
23744,10373,10807,2315,4.98,5.06,0,10,36.21
22560,9936,10195,2179,4.98,5.06,0,10,34.66
21734,9637,9748,2099,4.98,5.06,0,10,32.21
21329,9469,9559,2052,4.98,5.06,0,10,30.89
21585,9591,9685,2058,4.98,5.06,0,10,31.9
22568,10052,10135,2126,4.98,5.06,0,10,35.58
24003,10723,10760,2262,4.98,5.06,0,10,43.35
24841,11188,11087,2308,4.98,5.06,0,10,40.38
25370,11284,11464,2363,4.98,5.06,0,10,32.31
25724,11167,11849,2449,4.98,5.06,0,10,27.65
26221,11239,12235,2489,4.98,5.06,0,10,25.86
27211,11443,12827,2676,4.98,5.06,0,10,26.1
28575,11825,13728,2741,4.98,5.06,0,10,33.9
30450,12339,14871,2948,4.98,5.06,0,10,34.56
32207,12922,15920,3066,4.98,5.06,0,10,39.7
33557,13496,16620,3136,4.98,5.06,0,10,45.56
34132,13907,16751,3168,4.98,5.06,0,10,58.32
34160,14200,16443,3215,4.98,5.06,0,10,95.21
33705,14304,15865,3240,4.98,5.06,0,10,126.61
32997,14160,15347,3202,4.98,5.06,0,10,64.44
31324,13487,14523,3032,4.98,5.06,0,10,48.3
29406,12650,13647,2834,4.98,5.06,0,10,43.5
27163,11712,12594,2588,4.98,5.06,0,10,38.92
25133,10896,11591,2382,4.98,5.06,0,10,37.76
23644,10333,10810,2247,5.04,5.19,0,10,39.14
22526,9926,10223,2132,5.04,5.19,0,10,35.93
21773,9659,9818,2052,5.04,5.19,0,10,33.29
21424,9547,9610,2022,5.04,5.19,0,10,33.11
21689,9650,9745,2047,5.04,5.19,0,10,33.92
22752,10119,10227,2153,5.04,5.19,0,10,35.58
24131,10775,10779,2319,5.04,5.19,0,10,42.91
24963,11286,11020,2400,5.04,5.19,0,10,44.07
25337,11420,11244,2416,5.04,5.19,0,10,34.65
25370,11253,11510,2352,5.04,5.19,0,10,31.19
25538,11008,11954,2320,5.04,5.19,0,10,28.82
26102,10863,12607,2371,5.04,5.19,0,10,27.76
27167,10965,13446,2486,5.04,5.19,0,10,32.11
28616,11313,14387,2635,5.04,5.19,0,10,34.99
30168,11800,15248,2834,5.04,5.19,0,10,35.85
31464,12388,15834,2953,5.04,5.19,0,10,37.73
32273,13004,15939,3036,5.04,5.19,0,10,42.37
32485,13504,15587,3101,5.04,5.19,0,10,69.19
31960,13623,15009,3042,5.04,5.19,0,10,83.8
31193,13463,14480,2973,5.04,5.19,0,10,56.37
29888,12924,13840,2853,5.04,5.19,0,10,42.15
28250,12207,13065,2715,5.04,5.19,0,10,41.96
26245,11335,12122,2531,5.04,5.19,0,10,38.19
24482,10625,11266,2339,5.04,5.19,0,10,36.34
23333,10276,10587,2221,5.01,3.93,0,10,30.1
22590,10156,10069,2114,5.01,3.93,0,10,30.3
21897,9921,9688,2038,5.01,3.93,0,10,28.56
21685,9844,9579,2012,5.01,3.93,0,10,29.35
21970,9929,9743,2048,5.01,3.93,0,10,29.57
22792,10173,10205,2161,5.01,3.93,0,10,32.57
24319,10841,10890,2331,5.01,3.93,0,10,39.64
25463,11497,11255,2454,5.01,3.93,0,10,36.16
26315,11995,11541,2522,5.01,3.93,0,10,30.43
26405,12025,11655,2467,5.01,3.93,0,10,30.58
26187,11947,11664,2316,5.01,3.93,0,10,29.21
25839,11688,11724,2161,5.01,3.93,0,10,27.86
25995,11389,12168,2164,5.01,3.93,0,10,28.89
26589,11333,12722,2255,5.01,3.93,0,10,29.28
27415,11488,13265,2377,5.01,3.93,0,10,29.47
28235,11766,13664,2518,5.01,3.93,0,10,30.67
28680,11968,13776,2646,5.01,3.93,0,10,33.33
29178,12474,13663,2752,5.01,3.93,0,10,50.32
29539,12875,13559,2823,5.01,3.93,0,10,58.08
29474,12967,13435,2795,5.01,3.93,0,10,47.44
28313,12479,12893,2671,5.01,3.93,0,10,40.62
26900,11853,12251,2534,5.01,3.93,0,10,35.91
25165,11113,11449,2346,5.01,3.93,0,10,32.78
23668,10537,10705,2175,5.01,3.93,0,10,31.58
22765,10336,10075,2105,4.9,3.44,0,10,28.45
21897,9996,9635,2018,4.9,3.44,0,10,28.28
21309,9761,9333,1968,4.9,3.44,0,10,26.32
21124,9671,9260,1945,4.9,3.44,0,10,26.77
21466,9798,9436,1983,4.9,3.44,0,10,28.19
22456,10251,9875,2077,4.9,3.44,0,10,31.49
23939,10945,10534,2203,4.9,3.44,0,10,35.85
24905,11424,10909,2314,4.9,3.44,0,10,32.71
25321,11497,11165,2402,4.9,3.44,0,10,30.59
25259,11302,11310,2392,4.9,3.44,0,10,29.66
24884,11008,11322,2297,4.9,3.44,0,10,25.93
24529,10750,11383,2137,4.9,3.44,0,10,25.36
24438,10658,11396,2121,4.9,3.44,0,10,26.74
25029,10818,11754,2186,4.9,3.44,0,10,27.79
25877,11022,12259,2320,4.9,3.44,0,10,28.48
26786,11371,12677,2458,4.9,3.44,0,10,29.76
27440,11719,12856,2582,4.9,3.44,0,10,31.94
27891,12047,12883,2680,4.9,3.44,0,10,46.2
28402,12469,12903,2752,4.9,3.44,0,10,49.92
28283,12537,12746,2728,4.9,3.44,0,10,41.19
27270,12108,12264,2632,4.9,3.44,0,10,37.63
26170,11618,11739,2552,4.9,3.44,0,10,36.22
24872,11110,11083,2422,4.9,3.44,0,10,32.3
23518,10586,10419,2261,4.9,3.44,0,10,30.94
22427,10128,9924,2125,4.89,2.92,1,10,27.22
21548,9781,9494,2023,4.89,2.92,1,10,26.34
20917,9515,9204,1950,4.89,2.92,1,10,24.87
20588,9375,9058,1908,4.89,2.92,1,10,24.57
20650,9406,9091,1905,4.89,2.92,1,10,25.38
21101,9600,9309,1943,4.89,2.92,1,10,27.39
21827,9957,9612,2006,4.89,2.92,1,10,31.11
22263,10237,9712,2063,4.89,2.92,1,10,29.84
22714,10389,9919,2155,4.89,2.92,1,10,27.71
22952,10429,10138,2133,4.89,2.92,1,10,27.31
22833,10234,10291,2055,4.89,2.92,1,10,23.43
22704,10119,10356,1975,4.89,2.92,1,10,22.34
22847,10180,10454,1957,4.89,2.92,1,10,22.38
23358,10443,10650,2005,4.89,2.92,1,10,20.71
24183,10802,11024,2090,4.89,2.92,1,10,23.56
25159,11139,11547,2204,4.89,2.92,1,10,26.02
26041,11532,11870,2367,4.89,2.92,1,10,28.75
26688,11792,12085,2538,4.89,2.92,1,10,36.82
27254,12089,12248,2645,4.89,2.92,1,10,44.59
27164,12172,12097,2626,4.89,2.92,1,10,37.99
26281,11786,11693,2538,4.89,2.92,1,10,34.34
25203,11296,11218,2429,4.89,2.92,1,10,32.51
23883,10692,10661,2274,4.89,2.92,1,10,29.03
22646,10189,10081,2123,4.89,2.92,1,10,27.79
21826,9940,9629,2008,4.89,2.92,1,10,26.05
20980,9613,9212,1907,4.89,2.92,1,10,25.3
20389,9378,8915,1850,4.89,2.92,1,10,24.71
20029,9231,8729,1822,4.89,2.92,1,10,24.38
19914,9175,8675,1817,4.89,2.92,1,10,24.35
20112,9282,8740,1842,4.89,2.92,1,10,25.04
20426,9447,8820,1909,4.89,2.92,1,10,25.28
20490,9529,8739,1970,4.89,2.92,1,10,24.25
20525,9463,8843,1965,4.89,2.92,1,10,22.43
20450,9279,9021,1895,4.89,2.92,1,10,25.91
20311,9035,9206,1816,4.89,2.92,1,10,21.49
20403,8917,9435,1794,4.89,2.92,1,10,17.32
20919,8971,9863,1824,4.89,2.92,1,10,18.85
