Date,Hour,F1,F2,F3,F4,F5,F6,Target
05/18/2020 ,5,19922,9307,8776,1678,3,3,19
05/18/2020 ,6,20748,9689,9146,1750,3,3,23
05/18/2020 ,7,21351,10023,9393,1770,3,3,22
05/18/2020 ,8,21626,10045,9662,1752,3,3,22
05/18/2020 ,9,21877,10045,9945,1719,3,3,20
05/18/2020 ,10,21856,9920,10146,1619,3,3,20
05/18/2020 ,11,22020,9898,10299,1650,3,3,16
05/18/2020 ,12,22236,9919,10457,1685,3,3,16
05/18/2020 ,13,22259,9813,10462,1805,3,3,14
05/18/2020 ,14,22273,9810,10392,1888,3,3,14
05/18/2020 ,15,22007,9649,10340,1835,3,3,14
05/18/2020 ,16,22173,9764,10357,1869,3,3,18
05/18/2020 ,17,22738,10180,10375,1999,3,3,18
05/18/2020 ,18,23542,10632,10549,2179,3,3,21
05/18/2020 ,19,24439,11170,10811,2278,3,3,24
05/18/2020 ,20,25045,11474,11051,2343,3,3,34
05/18/2020 ,21,25378,11647,11188,2368,3,3,33
05/18/2020 ,22,24402,11270,10713,2249,3,3,26
05/18/2020 ,23,22905,10687,9981,2072,3,3,20
05/18/2020 ,24,21577,10215,9288,1913,3,3,19
05/19/2020 ,1,20572,9798,8796,1820,4,3,18
05/19/2020 ,2,19935,9498,8544,1737,4,3,16
05/19/2020 ,3,19471,9305,8336,1673,4,3,14
05/19/2020 ,4,19320,9269,8249,1644,4,3,12
05/19/2020 ,5,19704,9474,8400,1671,4,3,15
05/19/2020 ,6,20472,9885,8700,1725,4,3,20
05/19/2020 ,7,21044,10201,8931,1748,4,3,20
05/19/2020 ,8,21244,10296,9048,1736,4,3,8
05/19/2020 ,9,21070,10136,9094,1674,4,3,5
05/19/2020 ,10,20626,9893,8994,1570,4,3,5
05/19/2020 ,11,20297,9697,8983,1449,4,3,5
05/19/2020 ,12,20156,9581,9022,1385,4,3,4
05/19/2020 ,13,20140,9409,9160,1403,4,3,3
05/19/2020 ,14,20071,9315,9189,1399,4,3,3
05/19/2020 ,15,19941,9176,9186,1409,4,3,3
05/19/2020 ,16,20360,9369,9328,1494,4,3,3
05/19/2020 ,17,21359,9841,9654,1694,4,3,5
05/19/2020 ,18,22752,10610,10031,1941,4,3,10
05/19/2020 ,19,24064,11306,10466,2123,4,3,21
05/19/2020 ,20,24902,11622,10864,2247,4,3,33
05/19/2020 ,21,25281,11740,11073,2295,4,3,35
05/19/2020 ,22,24520,11474,10682,2187,4,3,28
05/19/2020 ,23,23186,10946,10044,2020,4,3,21
05/19/2020 ,24,21817,10400,9382,1867,4,3,20
05/20/2020 ,1,20872,9988,8955,1768,4,3,12
05/20/2020 ,2,20177,9665,8665,1690,4,3,10
05/20/2020 ,3,19685,9460,8434,1634,4,3,9
05/20/2020 ,4,19566,9414,8377,1617,4,3,9
05/20/2020 ,5,19959,9595,8557,1647,4,3,10
05/20/2020 ,6,20731,9962,8890,1716,4,3,14
05/20/2020 ,7,21217,10282,9021,1748,4,3,12
05/20/2020 ,8,21317,10381,9045,1725,4,3,2
05/20/2020 ,9,21132,10230,9117,1632,4,3,1
05/20/2020 ,10,20501,9892,8991,1508,4,3,2
05/20/2020 ,11,20095,9547,9000,1426,4,3,1
05/20/2020 ,12,19907,9238,9123,1381,4,3,1
05/20/2020 ,13,19835,9025,9276,1366,4,3,2
05/20/2020 ,14,19956,8988,9435,1364,4,3,1
05/20/2020 ,15,20344,9113,9646,1415,4,3,1
05/20/2020 ,16,21125,9457,9973,1524,4,3,1
05/20/2020 ,17,22354,10080,10377,1723,4,3,1
05/20/2020 ,18,23815,10881,10783,1974,4,3,7
05/20/2020 ,19,24940,11519,11088,2158,4,3,21
05/20/2020 ,20,25685,11929,11284,2299,4,3,30
05/20/2020 ,21,26051,12105,11436,2338,4,3,32
05/20/2020 ,22,25233,11796,11039,2230,4,3,26
05/20/2020 ,23,23810,11225,10355,2067,4,3,23
05/20/2020 ,24,22284,10586,9637,1902,4,3,21
05/21/2020 ,1,20914,9854,9102,1801,4,3,18
05/21/2020 ,2,20072,9466,8733,1717,4,3,14
05/21/2020 ,3,19528,9227,8484,1663,4,3,10
05/21/2020 ,4,19364,9157,8410,1642,4,3,10
05/21/2020 ,5,19720,9334,8561,1667,4,3,14
05/21/2020 ,6,20478,9744,8854,1721,4,3,19
05/21/2020 ,7,21198,10180,9091,1765,4,3,14
05/21/2020 ,8,21630,10481,9239,1747,4,3,5
05/21/2020 ,9,21399,10248,9326,1660,4,3,2
05/21/2020 ,10,21033,9847,9473,1547,4,3,3
05/21/2020 ,11,20899,9618,9649,1464,4,3,2
05/21/2020 ,12,21050,9510,9927,1443,4,3,2
05/21/2020 ,13,21456,9522,10287,1473,4,3,2
05/21/2020 ,14,22157,9698,10769,1514,4,3,2
05/21/2020 ,15,23133,10028,11329,1597,4,3,4
05/21/2020 ,16,24263,10490,11847,1745,4,3,8
05/21/2020 ,17,25508,11075,12323,1927,4,3,12
05/21/2020 ,18,26841,11777,12729,2150,4,3,15
05/21/2020 ,19,27622,12464,12679,2296,4,3,24
05/21/2020 ,20,27848,12739,12542,2388,4,3,29
05/21/2020 ,21,27812,12756,12434,2446,4,3,32
05/21/2020 ,22,26693,12332,11857,2333,4,3,28
05/21/2020 ,23,24839,11532,10987,2154,4,3,24
05/21/2020 ,24,22960,10724,10095,1980,4,3,22
05/22/2020 ,1,21624,10146,9440,1880,3,3,16
05/22/2020 ,2,20625,9715,8964,1790,3,3,12
05/22/2020 ,3,20020,9450,8688,1727,3,3,7
05/22/2020 ,4,19806,9356,8592,1703,3,3,6
05/22/2020 ,5,20078,9504,8693,1724,3,3,7
05/22/2020 ,6,20825,9901,8975,1790,3,3,15
05/22/2020 ,7,21584,10416,9173,1834,3,3,9
05/22/2020 ,8,21887,10500,9384,1839,3,3,0
05/22/2020 ,9,21666,10235,9525,1741,3,3,1
05/22/2020 ,10,21230,9873,9611,1579,3,3,1
05/22/2020 ,11,20979,9599,9737,1474,3,3,0
05/22/2020 ,12,20998,9465,9934,1428,3,3,0
05/22/2020 ,13,21176,9356,10229,1416,3,3,1
05/22/2020 ,14,21530,9407,10514,1430,3,3,0
05/22/2020 ,15,22011,9588,10741,1499,3,3,1
05/22/2020 ,16,22796,9922,11048,1642,3,3,0
05/22/2020 ,17,23774,10467,11296,1827,3,3,0
05/22/2020 ,18,24791,11010,11557,2044,3,3,4
05/22/2020 ,19,25741,11781,11583,2198,3,3,18
05/22/2020 ,20,26227,12167,11582,2303,3,3,29
05/22/2020 ,21,26470,12279,11685,2331,3,3,32
05/22/2020 ,22,25661,11973,11275,2242,3,3,27
05/22/2020 ,23,24173,11324,10595,2088,3,3,22
05/22/2020 ,24,22596,10601,9898,1935,3,3,19
05/23/2020 ,1,21374,10045,9336,1834,3,3,18
05/23/2020 ,2,20410,9637,8869,1746,3,3,13
05/23/2020 ,3,19698,9353,8514,1674,3,3,13
05/23/2020 ,4,19334,9203,8342,1632,3,3,11
05/23/2020 ,5,19290,9210,8295,1627,3,3,13
05/23/2020 ,6,19386,9309,8288,1630,3,3,15
05/23/2020 ,7,19158,9293,8110,1593,3,3,9
05/23/2020 ,8,18844,9097,8056,1528,3,3,0
05/23/2020 ,9,18470,8781,8069,1457,3,3,0
05/23/2020 ,10,18107,8517,8032,1394,3,3,1
05/23/2020 ,11,18105,8566,8061,1314,3,3,0
05/23/2020 ,12,18067,8484,8168,1250,3,3,0
05/23/2020 ,13,18180,8465,8340,1209,3,3,0
05/23/2020 ,14,18532,8576,8584,1204,3,3,0
05/23/2020 ,15,19361,9015,8908,1268,3,3,0
05/23/2020 ,16,20464,9578,9319,1394,3,3,2
05/23/2020 ,17,21966,10344,9852,1593,3,3,4
05/23/2020 ,18,23413,11110,10285,1840,3,3,14
05/23/2020 ,19,24508,11715,10584,2032,3,3,21
05/23/2020 ,20,25158,12045,10776,2160,3,3,32
05/23/2020 ,21,25398,12071,10924,2224,3,3,34
05/23/2020 ,22,24606,11735,10556,2141,3,3,30
05/23/2020 ,23,23179,11027,9965,2006,3,3,24
05/23/2020 ,24,21781,10354,9390,1859,3,3,22
05/24/2020 ,1,20719,9866,8921,1760,3,3,19
05/24/2020 ,2,19797,9459,8496,1673,3,3,16
05/24/2020 ,3,19140,9170,8191,1613,3,3,15
05/24/2020 ,4,18744,8975,8016,1585,3,3,13
05/24/2020 ,5,18603,8925,7933,1576,3,3,15
05/24/2020 ,6,18455,8916,7804,1568,3,3,16
05/24/2020 ,7,18143,8882,7571,1524,3,3,6
05/24/2020 ,8,17872,8780,7476,1452,3,3,0
05/24/2020 ,9,17430,8452,7465,1350,3,3,0
05/24/2020 ,10,17147,8213,7523,1245,3,3,0
05/24/2020 ,11,17138,8105,7682,1183,3,3,0
05/24/2020 ,12,17522,8197,7991,1163,3,3,0
05/24/2020 ,13,18222,8468,8415,1165,3,3,0
05/24/2020 ,14,19243,8901,8947,1219,3,3,0
05/24/2020 ,15,20477,9440,9527,1333,3,3,3
05/24/2020 ,16,21901,10079,10156,1486,3,3,12
05/24/2020 ,17,23588,11028,10694,1683,3,3,16
05/24/2020 ,18,25288,12007,11170,1924,3,3,20
05/24/2020 ,19,26457,12732,11432,2099,3,3,28
05/24/2020 ,20,26809,12988,11419,2209,3,3,39
05/24/2020 ,21,26811,12904,11446,2271,3,3,40
05/24/2020 ,22,25858,12444,11034,2201,3,3,31
05/24/2020 ,23,24117,11552,10330,2056,3,3,25
05/24/2020 ,24,22406,10707,9616,1913,3,3,22
05/25/2020 ,1,21135,10091,9070,1811,3,3,20
05/25/2020 ,2,20244,9720,8636,1725,3,3,19
05/25/2020 ,3,19786,9587,8352,1680,3,3,17
05/25/2020 ,4,19430,9402,8216,1650,3,3,16
05/25/2020 ,5,19433,9411,8201,1655,3,3,17
05/25/2020 ,6,19547,9517,8183,1676,3,3,19
05/25/2020 ,7,19505,9605,8037,1692,3,3,8
05/25/2020 ,8,19589,9699,8003,1720,3,3,0
05/25/2020 ,9,19692,9766,8073,1689,3,3,1
05/25/2020 ,10,19900,9932,8279,1522,3,3,1
05/25/2020 ,11,20470,10270,8667,1362,3,3,1
05/25/2020 ,12,21577,10826,9241,1335,3,3,2
05/25/2020 ,13,22929,11460,9938,1351,3,3,3
05/25/2020 ,14,24604,12268,10739,1410,3,3,6
05/25/2020 ,15,26497,13167,11612,1524,3,3,12
05/25/2020 ,16,28261,13958,12390,1713,3,3,20
05/25/2020 ,17,30088,14832,13095,1953,3,3,22
05/25/2020 ,18,31710,15749,13549,2199,3,3,28
05/25/2020 ,19,32432,16257,13601,2358,3,3,39
05/25/2020 ,20,32089,16144,13298,2433,3,3,51
05/25/2020 ,21,31321,15642,13010,2460,3,3,51
05/25/2020 ,22,29651,14827,12275,2342,3,3,37
05/25/2020 ,23,27129,13507,11263,2160,3,3,29
05/25/2020 ,24,24775,12304,10296,1988,3,3,23
05/26/2020 ,1,23144,11471,9600,1894,3,3,21
05/26/2020 ,2,21980,10853,9114,1837,3,3,20
05/26/2020 ,3,21237,10447,8820,1796,3,3,20
05/26/2020 ,4,20976,10262,8766,1771,3,3,19
05/26/2020 ,5,21244,10352,8930,1781,3,3,22
05/26/2020 ,6,22008,10690,9279,1853,3,3,27
05/26/2020 ,7,22948,11156,9677,1927,3,3,25
05/26/2020 ,8,23936,11649,10145,1964,3,3,20
05/26/2020 ,9,24648,11977,10571,1923,3,3,18
05/26/2020 ,10,25393,12301,11071,1837,3,3,16
05/26/2020 ,11,26543,12855,11702,1793,3,3,18
05/26/2020 ,12,28041,13598,12469,1770,3,3,19
05/26/2020 ,13,29869,14484,13352,1824,3,3,22
05/26/2020 ,14,31877,15464,14283,1920,3,3,23
05/26/2020 ,15,33777,16364,15143,2054,3,3,26
05/26/2020 ,16,35447,17125,15888,2211,3,3,34
05/26/2020 ,17,36674,17919,16153,2375,3,3,35
05/26/2020 ,18,37465,18603,16067,2566,3,3,44
05/26/2020 ,19,37505,18949,15663,2660,3,3,57
05/26/2020 ,20,36563,18681,14986,2670,3,3,70
05/26/2020 ,21,35222,17928,14435,2650,3,3,59
05/26/2020 ,22,33115,16863,13535,2517,3,3,38
05/26/2020 ,23,30246,15330,12414,2310,3,3,29
05/26/2020 ,24,27534,13912,11326,2109,3,3,26
05/27/2020 ,1,25489,12857,10469,1983,4,3,22
05/27/2020 ,2,23991,12066,9860,1890,4,3,21
05/27/2020 ,3,22974,11514,9466,1820,4,3,19
05/27/2020 ,4,22458,11215,9280,1789,4,3,18
05/27/2020 ,5,22590,11233,9372,1808,4,3,19
05/27/2020 ,6,23304,11563,9682,1875,4,3,24
05/27/2020 ,7,24284,12129,10025,1941,4,3,22
05/27/2020 ,8,25326,12696,10447,1986,4,3,18
05/27/2020 ,9,26092,13078,10839,1966,4,3,15
05/27/2020 ,10,26796,13460,11278,1841,4,3,16
05/27/2020 ,11,27978,14094,11874,1785,4,3,19
05/27/2020 ,12,29585,14880,12651,1820,4,3,21
05/27/2020 ,13,31288,15571,13588,1886,4,3,25
05/27/2020 ,14,33048,16243,14554,1999,4,3,26
05/27/2020 ,15,34674,16908,15391,2117,4,3,27
05/27/2020 ,16,35999,17559,15952,2228,4,3,31
05/27/2020 ,17,37039,18170,16224,2380,4,3,36
05/27/2020 ,18,37695,18642,16243,2547,4,3,43
05/27/2020 ,19,37580,18818,15887,2617,4,3,54
05/27/2020 ,20,36406,18351,15195,2610,4,3,69
05/27/2020 ,21,34905,17428,14649,2589,4,3,53
05/27/2020 ,22,32738,16274,13773,2462,4,3,37
05/27/2020 ,23,29902,14758,12644,2279,4,3,29
05/27/2020 ,24,27245,13382,11544,2104,4,3,25
05/28/2020 ,1,25288,12375,10712,1988,4,3,24
05/28/2020 ,2,23996,11734,10166,1889,4,3,23
05/28/2020 ,3,23328,11488,9812,1822,4,3,21
05/28/2020 ,4,22836,11216,9623,1793,4,3,19
05/28/2020 ,5,22944,11240,9689,1812,4,3,19
05/28/2020 ,6,23569,11524,9954,1887,4,3,24
05/28/2020 ,7,24254,11878,10213,1951,4,3,24
05/28/2020 ,8,24960,12173,10585,1983,4,3,21
05/28/2020 ,9,25483,12338,10965,1955,4,3,15
05/28/2020 ,10,25854,12414,11361,1846,4,3,15
05/28/2020 ,11,26643,12704,11923,1775,4,3,16
05/28/2020 ,12,27753,13229,12535,1737,4,3,21
05/28/2020 ,13,29150,13930,13209,1750,4,3,23
05/28/2020 ,14,30673,14666,13934,1805,4,3,26
05/28/2020 ,15,31948,15232,14521,1924,4,3,29
05/28/2020 ,16,33313,15957,14999,2081,4,3,35
05/28/2020 ,17,34448,16699,15220,2253,4,3,40
05/28/2020 ,18,35173,17328,15190,2381,4,3,50
05/28/2020 ,19,35188,17599,14875,2442,4,3,65
05/28/2020 ,20,34235,17186,14298,2487,4,3,89
05/28/2020 ,21,33076,16437,13888,2498,4,3,59
05/28/2020 ,22,31155,15379,13140,2394,4,3,39
05/28/2020 ,23,28614,13966,12189,2227,4,3,30
05/28/2020 ,24,26357,12793,11279,2061,4,3,26
05/29/2020 ,1,24628,11921,10536,1952,4,3,26
05/29/2020 ,2,23383,11289,10009,1866,4,3,25
05/29/2020 ,3,22615,10866,9719,1807,4,3,24
05/29/2020 ,4,22188,10645,9544,1778,4,3,23
05/29/2020 ,5,22327,10687,9618,1800,4,3,24
05/29/2020 ,6,22976,10980,9896,1870,4,3,26
05/29/2020 ,7,23714,11353,10173,1948,4,3,24
05/29/2020 ,8,24667,11713,10638,2066,4,3,22
05/29/2020 ,9,25192,11750,11055,2131,4,3,19
05/29/2020 ,10,25514,11719,11386,2145,4,3,14
05/29/2020 ,11,25788,11766,11667,2086,4,3,13
05/29/2020 ,12,26181,11912,11930,2063,4,3,13
05/29/2020 ,13,26690,12172,12201,2032,4,3,19
05/29/2020 ,14,27196,12553,12384,1966,4,3,20
05/29/2020 ,15,27810,13090,12555,1870,4,3,21
05/29/2020 ,16,28488,13561,12779,1853,4,3,21
05/29/2020 ,17,29034,13815,12976,1953,4,3,25
05/29/2020 ,18,29290,13944,12932,2126,4,3,28
05/29/2020 ,19,29306,14016,12781,2224,4,3,39
05/29/2020 ,20,29102,13965,12573,2283,4,3,51
05/29/2020 ,21,28817,13748,12455,2340,4,3,43
05/29/2020 ,22,27657,13173,11949,2268,4,3,35
05/29/2020 ,23,25941,12300,11259,2122,4,3,27
05/29/2020 ,24,24372,11654,10490,1974,4,3,25
05/30/2020 ,1,23191,11190,9878,1872,3,3,22
05/30/2020 ,2,22222,10715,9479,1778,3,3,23
05/30/2020 ,3,21509,10396,9148,1713,3,3,22
05/30/2020 ,4,21116,10231,8957,1683,3,3,21
05/30/2020 ,5,21070,10221,8922,1681,3,3,23
05/30/2020 ,6,21171,10313,8912,1693,3,3,22
05/30/2020 ,7,21122,10330,8848,1688,3,3,18
05/30/2020 ,8,21103,10346,8841,1654,3,3,8
05/30/2020 ,9,21082,10372,8879,1565,3,3,4
05/30/2020 ,10,21243,10288,9118,1567,3,3,3
05/30/2020 ,11,21377,10282,9258,1563,3,3,2
05/30/2020 ,12,21430,10362,9274,1516,3,3,1
05/30/2020 ,13,21390,10368,9398,1342,3,3,2
05/30/2020 ,14,21948,10555,9755,1354,3,3,1
05/30/2020 ,15,22656,10771,10211,1391,3,3,0
05/30/2020 ,16,23434,11049,10580,1525,3,3,3
05/30/2020 ,17,24453,11363,11053,1758,3,3,8
05/30/2020 ,18,25273,11696,11314,1983,3,3,17
05/30/2020 ,19,25652,11977,11247,2153,3,3,24
05/30/2020 ,20,25858,12053,11280,2254,3,3,32
05/30/2020 ,21,26198,12170,11444,2315,3,3,33
05/30/2020 ,22,25563,11916,11139,2242,3,3,30
05/30/2020 ,23,24255,11318,10578,2098,3,3,25
05/30/2020 ,24,23047,10839,9999,1952,3,3,21
05/31/2020 ,1,21845,10242,9502,1845,3,3,21
05/31/2020 ,2,21095,9977,9113,1754,3,3,21
05/31/2020 ,3,20499,9743,8825,1683,3,3,20
05/31/2020 ,4,20118,9578,8646,1646,3,3,20
05/31/2020 ,5,19984,9547,8557,1629,3,3,20
05/31/2020 ,6,19848,9521,8452,1618,3,3,21
05/31/2020 ,7,19426,9342,8245,1579,3,3,11
05/31/2020 ,8,19135,9223,8136,1513,3,3,0
05/31/2020 ,9,18998,9053,8218,1465,3,3,1
05/31/2020 ,10,19021,8837,8515,1407,3,3,1
05/31/2020 ,11,19197,8775,8798,1356,3,3,2
05/31/2020 ,12,19422,8940,8942,1267,3,3,1
05/31/2020 ,13,19798,9088,9133,1299,3,3,3
05/31/2020 ,14,20553,9357,9569,1344,3,3,6
05/31/2020 ,15,21712,9870,10143,1413,3,3,8
05/31/2020 ,16,22965,10279,10850,1549,3,3,12
05/31/2020 ,17,24234,10767,11425,1755,3,3,17
05/31/2020 ,18,25463,11196,11955,2026,3,3,22
05/31/2020 ,19,26055,11526,12036,2210,3,3,26
05/31/2020 ,20,26238,11789,11864,2307,3,3,31
05/31/2020 ,21,26490,12017,11846,2353,3,3,31
05/31/2020 ,22,25776,11775,11479,2254,3,3,30
05/31/2020 ,23,24268,11125,10795,2085,3,3,25
05/31/2020 ,24,22932,10658,10094,1924,3,3,21
06/01/2020 ,1,21821,10197,9546,1826,3,3,21
06/01/2020 ,2,21008,9848,9162,1749,3,3,20
06/01/2020 ,3,20518,9627,8934,1709,3,3,19
06/01/2020 ,4,20394,9582,8869,1694,3,3,19
06/01/2020 ,5,20793,9799,9026,1718,3,3,20
06/01/2020 ,6,21620,10242,9351,1774,3,3,22
06/01/2020 ,7,22356,10646,9624,1831,3,3,22
06/01/2020 ,8,22768,10795,9867,1848,3,3,17
06/01/2020 ,9,23296,10977,10238,1817,3,3,16
06/01/2020 ,10,23749,11037,10630,1813,3,3,15
06/01/2020 ,11,24188,10863,11191,1859,3,3,15
06/01/2020 ,12,24768,10800,11852,1836,3,3,16
06/01/2020 ,13,25315,10842,12422,1766,3,3,18
06/01/2020 ,14,26279,11084,13011,1893,3,3,20
06/01/2020 ,15,27134,11303,13497,2040,3,3,23
06/01/2020 ,16,27833,11750,13618,2170,3,3,27
06/01/2020 ,17,28597,12386,13692,2223,3,3,28
06/01/2020 ,18,29548,13153,13764,2336,3,3,29
06/01/2020 ,19,29900,13672,13507,2429,3,3,29
06/01/2020 ,20,29762,13786,13223,2468,3,3,47
06/01/2020 ,21,29631,13702,13150,2499,3,3,38
06/01/2020 ,22,28559,13277,12619,2390,3,3,28
06/01/2020 ,23,26770,12489,11793,2219,3,3,25
06/01/2020 ,24,24953,11761,10875,2045,3,3,25
06/02/2020 ,1,23536,11152,10168,1950,3,3,27
06/02/2020 ,2,22459,10672,9669,1862,3,3,24
06/02/2020 ,3,21732,10347,9344,1785,3,3,23
06/02/2020 ,4,21460,10229,9223,1751,3,3,23
06/02/2020 ,5,21676,10354,9292,1769,3,3,25
06/02/2020 ,6,22354,10712,9542,1835,3,3,26
06/02/2020 ,7,23046,11022,9864,1894,3,3,28
06/02/2020 ,8,23627,11099,10342,1920,3,3,20
06/02/2020 ,9,24100,11157,10817,1854,3,3,19
06/02/2020 ,10,24494,11165,11215,1834,3,3,19
06/02/2020 ,11,25469,11579,11718,1887,3,3,19
06/02/2020 ,12,26915,12311,12305,2009,3,3,21
06/02/2020 ,13,28209,12899,12924,2084,3,3,27
06/02/2020 ,14,29625,13707,13576,2032,3,3,30
06/02/2020 ,15,30908,14423,14089,2081,3,3,33
06/02/2020 ,16,31921,14949,14507,2149,3,3,37
06/02/2020 ,17,32866,15642,14663,2247,3,3,40
06/02/2020 ,18,33784,16503,14611,2358,3,3,51
06/02/2020 ,19,34080,16958,14389,2427,3,3,65
06/02/2020 ,20,33600,16795,14032,2474,3,3,92
06/02/2020 ,21,32947,16338,13807,2509,3,3,60
06/02/2020 ,22,31345,15433,13221,2407,3,3,38
06/02/2020 ,23,28912,14051,12358,2227,3,3,31
06/02/2020 ,24,26700,12911,11460,2060,3,3,29
06/03/2020 ,1,25163,12216,10726,1958,4,3,27
06/03/2020 ,2,23890,11539,10219,1873,4,3,26
06/03/2020 ,3,22782,10843,9874,1808,4,3,24
06/03/2020 ,4,22383,10636,9710,1782,4,3,23
06/03/2020 ,5,22597,10719,9812,1809,4,3,23
06/03/2020 ,6,23281,11053,10096,1872,4,3,27
06/03/2020 ,7,24071,11460,10432,1915,4,3,26
06/03/2020 ,8,25057,11890,10934,1964,4,3,19
06/03/2020 ,9,25912,12173,11450,2014,4,3,16
06/03/2020 ,10,26853,12510,12084,1977,4,3,19
06/03/2020 ,11,28290,13059,12962,1980,4,3,21
06/03/2020 ,12,30252,13838,14082,2035,4,3,26
06/03/2020 ,13,32419,14750,15257,2105,4,3,30
06/03/2020 ,14,34614,15718,16384,2198,4,3,36
06/03/2020 ,15,36562,16615,17278,2352,4,3,39
06/03/2020 ,16,38103,17389,17897,2496,4,3,44
06/03/2020 ,17,39207,18084,18174,2627,4,3,49
06/03/2020 ,18,39808,18648,18089,2749,4,3,65
06/03/2020 ,19,39446,18885,17489,2754,4,3,100
06/03/2020 ,20,37961,18409,16532,2710,4,3,135
06/03/2020 ,21,36240,17509,15749,2681,4,3,73
06/03/2020 ,22,33962,16391,14732,2549,4,3,41
06/03/2020 ,23,30901,14857,13422,2341,4,3,33
06/03/2020 ,24,28098,13464,12206,2155,4,3,29
06/04/2020 ,1,26095,12445,11355,2027,4,4,27
06/04/2020 ,2,24632,11703,10721,1945,4,4,26
06/04/2020 ,3,23608,11185,10262,1901,4,4,24
06/04/2020 ,4,23017,10903,9995,1861,4,4,23
06/04/2020 ,5,22965,10910,9944,1852,4,4,23
06/04/2020 ,6,23701,11189,10316,1934,4,4,28
06/04/2020 ,7,24574,11580,10670,2060,4,4,28
06/04/2020 ,8,25519,11979,11097,2175,4,4,21
06/04/2020 ,9,26290,12271,11499,2247,4,4,18
06/04/2020 ,10,27278,12802,11944,2250,4,4,20
06/04/2020 ,11,28211,13284,12469,2166,4,4,22
06/04/2020 ,12,29320,14000,13009,2010,4,4,25
06/04/2020 ,13,30639,14763,13686,1880,4,4,28
06/04/2020 ,14,32087,15559,14360,1852,4,4,30
06/04/2020 ,15,33458,16399,14832,1907,4,4,34
06/04/2020 ,16,34621,17157,15121,2021,4,4,38
06/04/2020 ,17,35389,17788,15162,2116,4,4,38
06/04/2020 ,18,35898,18271,15056,2250,4,4,44
06/04/2020 ,19,35857,18351,14849,2341,4,4,58
06/04/2020 ,20,34835,17766,14367,2394,4,4,85
06/04/2020 ,21,33595,16798,14072,2427,4,4,52
06/04/2020 ,22,31715,15636,13457,2333,4,4,38
06/04/2020 ,23,29192,14158,12583,2171,4,4,31
06/04/2020 ,24,26917,12896,11731,2017,4,4,28
06/05/2020 ,1,25172,11960,11013,1932,4,3,27
06/05/2020 ,2,23788,11311,10378,1837,4,3,26
06/05/2020 ,3,22970,11011,9923,1777,4,3,24
06/05/2020 ,4,22682,10903,9766,1756,4,3,24
06/05/2020 ,5,22817,10930,9850,1780,4,3,24
06/05/2020 ,6,23457,11199,10150,1849,4,3,27
06/05/2020 ,7,24098,11437,10477,1921,4,3,26
06/05/2020 ,8,24666,11432,10915,2051,4,3,22
06/05/2020 ,9,25294,11452,11376,2191,4,3,18
06/05/2020 ,10,25346,11337,11570,2155,4,3,18
06/05/2020 ,11,25131,11144,11701,1994,4,3,17
06/05/2020 ,12,24957,10937,11589,2131,4,3,17
06/05/2020 ,13,24802,10928,11516,2050,4,3,16
06/05/2020 ,14,24620,10977,11343,1988,4,3,17
06/05/2020 ,15,24625,11141,11202,1966,4,3,18
06/05/2020 ,16,24919,11401,11268,1933,4,3,19
06/05/2020 ,17,25214,11713,11174,2016,4,3,20
06/05/2020 ,18,25629,12182,11009,2132,4,3,23
06/05/2020 ,19,26263,12642,11099,2218,4,3,31
06/05/2020 ,20,26655,12765,11284,2309,4,3,42
06/05/2020 ,21,26925,12777,11516,2343,4,3,35
06/05/2020 ,22,26305,12514,11235,2274,4,3,30
06/05/2020 ,23,24976,11938,10624,2139,4,3,25
06/05/2020 ,24,23693,11424,10014,1986,4,3,23
06/06/2020 ,1,22568,10910,9500,1894,3,3,23
06/06/2020 ,2,21684,10510,9111,1803,3,3,23
06/06/2020 ,3,21072,10233,8842,1739,3,3,21
06/06/2020 ,4,20769,10082,8720,1710,3,3,21
06/06/2020 ,5,20730,10058,8708,1707,3,3,20
06/06/2020 ,6,20860,10147,8730,1726,3,3,21
06/06/2020 ,7,20780,10088,8697,1738,3,3,15
06/06/2020 ,8,20581,9763,8801,1762,3,3,0
06/06/2020 ,9,20457,9402,8989,1810,3,3,1
06/06/2020 ,10,20359,8943,9207,1951,3,3,1
06/06/2020 ,11,20111,8633,9269,1948,3,3,1
06/06/2020 ,12,19835,8467,9271,1834,3,3,0
06/06/2020 ,13,19690,8456,9225,1744,3,3,0
06/06/2020 ,14,19624,8547,9231,1576,3,3,0
06/06/2020 ,15,19834,8888,9174,1501,3,3,0
06/06/2020 ,16,20562,9420,9339,1527,3,3,1
06/06/2020 ,17,21834,10243,9687,1625,3,3,2
06/06/2020 ,18,23230,10963,10136,1851,3,3,11
06/06/2020 ,19,24141,11332,10501,2032,3,3,21
06/06/2020 ,20,24843,11671,10744,2157,3,3,39
06/06/2020 ,21,25389,11852,11034,2236,3,3,36
06/06/2020 ,22,24888,11685,10770,2170,3,3,31
06/06/2020 ,23,23661,11158,10200,2045,3,3,25
06/06/2020 ,24,22512,10779,9579,1900,3,3,23
06/07/2020 ,1,21532,10359,9113,1810,3,3,19
06/07/2020 ,2,20661,9956,8720,1735,3,3,19
06/07/2020 ,3,20066,9698,8454,1664,3,3,17
06/07/2020 ,4,19707,9556,8271,1633,3,3,17
06/07/2020 ,5,19568,9516,8184,1621,3,3,18
